file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Modality,Vocal_channel,Emotion,Emotional_intensity,Statement,Repetition,Actor,Emotion_label,Intensity_label,Statement_label,Actor_gender
03-01-03-01-01-02-01.wav,-717.7917,80.86392,1.4017401,11.768373,9.481985,13.509792,-3.790158,1.4660016,-4.572098,-2.2600513,-9.016098,-0.76962525,4.4409566,3,1,3,1,1,2,1,happy,normal,Kids are talking by the door,male
03-01-03-01-02-01-01.wav,-748.8859,79.71636,4.789826,13.459797,6.66019,10.548763,-4.1799283,4.39068,-7.35634,-2.614422,-11.239647,-1.7230309,4.8230906,3,1,3,1,2,1,1,happy,normal,Dogs are sitting by the door,male
03-01-03-01-02-02-01.wav,-738.84937,76.48088,3.8877268,19.145058,7.472552,12.4775505,-4.5439835,7.350178,-5.496406,-0.83297455,-9.564394,-1.1406051,3.6235042,3,1,3,1,2,2,1,happy,normal,Dogs are sitting by the door,male
03-01-03-02-01-01-01.wav,-687.224,70.88588,-4.1785765,11.704497,-1.7399983,8.626483,-4.059689,-2.2546532,-9.901167,-4.1961555,-7.421336,-7.5264926,0.8568961,3,1,3,2,1,1,1,happy,strong,Kids are talking by the door,male
03-01-03-02-01-02-01.wav,-649.94073,76.940796,-4.0060587,6.7338786,1.9624639,10.205421,-3.009078,-2.5878856,-7.5747585,-4.4678736,-9.636865,-6.106099,4.691919,3,1,3,2,1,2,1,happy,strong,Kids are talking by the door,male
03-01-03-02-02-01-01.wav,-607.74945,73.7279,-6.603387,13.573036,0.4410412,11.204126,-5.815233,0.13334431,-8.213793,-5.427707,-12.072077,-4.36635,4.4438534,3,1,3,2,2,1,1,happy,strong,Dogs are sitting by the door,male
03-01-03-02-02-02-01.wav,-629.67365,75.63691,-5.814468,14.818133,-1.4808294,11.962395,-7.4519353,1.0827636,-8.168697,-4.985025,-11.2575445,-6.0741343,2.484169,3,1,3,2,2,2,1,happy,strong,Dogs are sitting by the door,male
03-01-04-01-01-01-01.wav,-779.02734,77.716995,4.7312407,13.164632,7.779947,14.928242,-5.7570243,5.718327,-5.41691,-3.895661,-6.7279725,-2.3297,-0.5068651,3,1,4,1,1,1,1,sad,normal,Kids are talking by the door,male
03-01-04-01-01-02-01.wav,-791.1238,82.79484,5.6215887,14.344412,9.999404,14.878788,-4.0654182,6.5056086,-3.377401,-4.1941295,-6.243154,-3.5372055,0.6020425,3,1,4,1,1,2,1,sad,normal,Kids are talking by the door,male
03-01-04-01-02-01-01.wav,-819.61664,74.90549,4.5711045,11.20493,9.045496,12.550681,-4.278117,4.504291,-3.9299438,-4.2321067,-6.747983,-1.629512,0.95563877,3,1,4,1,2,1,1,sad,normal,Dogs are sitting by the door,male
03-01-04-01-02-02-01.wav,-793.0354,71.80946,6.8419228,14.276367,8.906025,12.422439,-4.045165,7.053669,-2.8106642,-4.0888166,-7.5423546,-1.9218909,0.58004135,3,1,4,1,2,2,1,sad,normal,Dogs are sitting by the door,male
03-01-04-02-01-01-01.wav,-766.2434,81.096695,7.5154314,16.757854,9.670489,16.60395,-5.4472885,6.728945,-4.684162,-3.5005348,-5.6366963,-0.50920224,1.2520719,3,1,4,2,1,1,1,sad,strong,Kids are talking by the door,male
03-01-04-02-01-02-01.wav,-714.1006,73.17657,-1.3589002,13.78662,4.1132216,12.629132,-5.1487365,-0.5845197,-5.628809,-4.729121,-10.214798,-3.5471072,1.8317512,3,1,4,2,1,2,1,sad,strong,Kids are talking by the door,male
03-01-04-02-02-01-01.wav,-717.7298,75.944496,0.82697237,14.012437,7.490035,13.420283,-5.5804443,2.394565,-6.8565426,-5.061652,-12.865964,-2.4635525,1.9698817,3,1,4,2,2,1,1,sad,strong,Dogs are sitting by the door,male
03-01-04-02-02-02-01.wav,-697.2869,74.85618,-1.9335696,17.057894,4.4403625,12.840352,-6.72709,2.0110517,-6.466293,-4.947744,-11.228407,-1.8538198,2.4770226,3,1,4,2,2,2,1,sad,strong,Dogs are sitting by the door,male
03-01-05-01-01-01-01.wav,-629.88654,63.32297,-5.8246045,14.563026,3.10279,7.30996,-5.6166778,1.7844722,-2.3649018,-0.5338836,-9.0398855,-3.4098837,1.7339098,3,1,5,1,1,1,1,angry,normal,Kids are talking by the door,male
03-01-05-01-01-02-01.wav,-613.8826,62.800232,-6.4278917,15.351236,-0.76085544,7.0583844,-6.5763397,1.0035417,-7.3212457,-5.065384,-8.567505,-4.6106496,-0.9167406,3,1,5,1,1,2,1,angry,normal,Kids are talking by the door,male
03-01-05-01-02-01-01.wav,-650.1439,59.763287,0.27176085,14.892302,3.9648936,8.354732,-4.8152423,2.5606608,-4.8298807,-3.390452,-8.414477,-2.4715273,0.82541305,3,1,5,1,2,1,1,angry,normal,Dogs are sitting by the door,male
03-01-05-01-02-02-01.wav,-610.2556,61.645985,-0.8304357,14.480469,1.8599702,9.702729,-5.950179,2.4178183,-2.9957573,-4.2549524,-9.232889,-3.646594,1.42099,3,1,5,1,2,2,1,angry,normal,Dogs are sitting by the door,male
03-01-05-02-01-01-01.wav,-440.24933,56.34818,-21.59601,5.4880757,-8.426879,-0.51921797,-10.023447,-2.4849567,-15.464649,-8.678156,-11.27253,-7.808719,-5.1014614,3,1,5,2,1,1,1,angry,strong,Kids are talking by the door,male
03-01-05-02-01-02-01.wav,-460.16187,57.619087,-26.266882,14.729376,-10.247512,5.2830143,-12.635707,-1.4001023,-11.523538,-5.72087,-13.2861395,-8.979293,-1.7947857,3,1,5,2,1,2,1,angry,strong,Kids are talking by the door,male
03-01-05-02-02-01-01.wav,-492.43777,57.481438,-20.809015,12.028272,-5.864942,5.5602226,-9.079767,-1.3112038,-10.188598,-6.930797,-12.292361,-6.0116644,-1.1084428,3,1,5,2,2,1,1,angry,strong,Dogs are sitting by the door,male
03-01-05-02-02-02-01.wav,-390.3092,46.605537,-22.216314,4.625488,-12.340134,1.6294158,-12.618612,-4.879389,-16.443777,-7.291681,-14.110472,-8.963669,-2.2915456,3,1,5,2,2,2,1,angry,strong,Dogs are sitting by the door,male
03-01-06-01-01-01-01.wav,-678.0672,76.20945,5.8824697,17.681023,6.473772,17.10682,-5.7255535,3.2069151,-5.6458516,-5.5857964,-7.5540833,-1.2428237,1.0331504,3,1,6,1,1,1,1,fearful,normal,Kids are talking by the door,male
03-01-06-01-01-02-01.wav,-698.80597,77.76178,-0.3961926,12.511208,3.3334572,14.659016,-6.858481,1.4309502,-9.127973,-8.4910755,-10.867046,-2.669782,1.010325,3,1,6,1,1,2,1,fearful,normal,Kids are talking by the door,male
03-01-06-01-02-01-01.wav,-704.395,76.6545,7.228277,21.837032,9.0172205,17.878937,-1.494877,7.076008,-3.0051425,-1.701125,-4.3990245,1.1399732,2.8130555,3,1,6,1,2,1,1,fearful,normal,Dogs are sitting by the door,male
03-01-06-01-02-02-01.wav,-703.2316,80.46847,0.78120345,15.848867,7.602234,15.410898,-4.6480556,5.11393,-7.470997,-5.474925,-6.667671,0.60705453,1.27384,3,1,6,1,2,2,1,fearful,normal,Dogs are sitting by the door,male
03-01-06-02-01-01-01.wav,-533.1502,79.16335,-12.841564,11.140642,-3.8263195,12.298223,-0.6333126,4.296687,-8.987209,-9.207942,-9.054518,-2.9860957,3.4785078,3,1,6,2,1,1,1,fearful,strong,Kids are talking by the door,male
03-01-06-02-01-02-01.wav,-489.7397,66.148895,-10.657717,1.7611825,-6.65293,11.037422,-4.4344516,-2.4207332,-12.281531,-12.47187,-11.3804865,-7.9464917,-1.3230704,3,1,6,2,1,2,1,fearful,strong,Kids are talking by the door,male
03-01-06-02-02-01-01.wav,-456.97064,67.47255,-13.691976,8.362252,-8.184113,6.4526415,-6.3147054,1.8226477,-13.512882,-12.906333,-11.661342,-8.94063,-1.8327842,3,1,6,2,2,1,1,fearful,strong,Dogs are sitting by the door,male
03-01-06-02-02-02-01.wav,-508.10126,68.43424,-10.694937,6.887724,-6.2884264,10.383761,-3.4935038,-0.8172183,-14.475239,-8.750748,-12.449093,-8.544132,2.294994,3,1,6,2,2,2,1,fearful,strong,Dogs are sitting by the door,male
03-01-07-01-01-01-01.wav,-736.1413,79.55315,2.7606544,12.804364,2.101406,14.148901,-5.3521495,3.8470852,-8.641519,-2.6809673,-9.557947,-3.721396,3.2567985,3,1,7,1,1,1,1,disgust,normal,Kids are talking by the door,male
03-01-07-01-01-02-01.wav,-710.0532,67.10873,3.7614386,12.451833,-3.1513968,14.285458,-6.273352,2.0298822,-9.907522,-2.0808892,-11.508255,-3.4181883,1.118167,3,1,7,1,1,2,1,disgust,normal,Kids are talking by the door,male
03-01-07-01-02-01-01.wav,-755.8608,85.7931,7.8962884,16.1297,5.275136,13.647113,-2.7440002,9.223816,-10.811902,-2.6670454,-5.660296,1.3680602,0.0864541,3,1,7,1,2,1,1,disgust,normal,Dogs are sitting by the door,male
03-01-07-01-02-02-01.wav,-759.4944,71.96754,4.33242,14.157475,3.4700348,11.108903,-3.487194,8.361778,-11.453335,-1.3444023,-6.0579553,1.4555238,2.0345047,3,1,7,1,2,2,1,disgust,normal,Dogs are sitting by the door,male
03-01-07-02-01-01-01.wav,-577.1856,66.97978,-4.333005,9.319391,-12.390691,2.7966125,-6.6539774,-0.5879631,-14.188285,-11.39129,-8.952635,-6.3144646,-2.2350414,3,1,7,2,1,1,1,disgust,strong,Kids are talking by the door,male
03-01-07-02-01-02-01.wav,-577.5517,58.172302,-10.241125,12.083635,-8.015853,4.472955,-10.923858,-4.056206,-17.553167,-7.554564,-6.0831065,-5.964536,-1.3803585,3,1,7,2,1,2,1,disgust,strong,Kids are talking by the door,male
03-01-07-02-02-01-01.wav,-603.43134,63.927452,7.431358,20.872461,-8.672142,6.8780093,-4.3649774,1.640916,-15.056742,-5.905061,-3.2022774,-5.3759904,-7.2640157,3,1,7,2,2,1,1,disgust,strong,Dogs are sitting by the door,male
03-01-07-02-02-02-01.wav,-579.3814,58.20127,2.0757759,10.707811,-5.3021994,6.265135,-5.4863377,-1.1155574,-15.116681,-7.0604987,-5.8140464,-3.6771832,-4.2629504,3,1,7,2,2,2,1,disgust,strong,Dogs are sitting by the door,male
03-01-08-01-01-01-01.wav,-737.0158,65.55246,4.5433054,11.0642395,3.3583398,11.591408,-4.0665135,1.3284099,-5.144219,-2.9918318,-5.102631,-4.362411,2.7036026,3,1,8,1,1,1,1,surprised,normal,Kids are talking by the door,male
03-01-08-01-01-02-01.wav,-766.67834,67.61529,2.3727336,9.772813,5.909307,12.904271,-3.378503,0.5963499,-5.398599,-2.6458066,-6.7408667,-0.76544785,1.8716522,3,1,8,1,1,2,1,surprised,normal,Kids are talking by the door,male
03-01-08-01-02-01-01.wav,-746.7097,73.121956,3.988944,15.554546,5.30447,12.575136,-5.0445914,4.5901003,-5.807438,-3.021401,-7.4685264,-0.8464547,2.3948314,3,1,8,1,2,1,1,surprised,normal,Dogs are sitting by the door,male
03-01-08-01-02-02-01.wav,-754.1921,66.144684,1.4114954,13.144666,1.703103,8.495529,-6.7048197,3.4623668,-4.976125,-2.1517992,-6.1979594,-2.4924593,1.097041,3,1,8,1,2,2,1,surprised,normal,Dogs are sitting by the door,male
03-01-08-02-01-01-01.wav,-681.82666,68.95898,-2.680969,12.178336,2.1201842,13.041853,-5.780342,1.0201727,-6.467601,-2.1816585,-6.948123,-3.6323545,3.96744,3,1,8,2,1,1,1,surprised,strong,Kids are talking by the door,male
03-01-08-02-01-02-01.wav,-650.5992,62.04794,-4.1811733,12.162489,-0.10778008,9.660175,-7.021094,1.988686,-7.1779704,-3.2157726,-8.210788,-4.5513444,0.9431229,3,1,8,2,1,2,1,surprised,strong,Kids are talking by the door,male
03-01-08-02-02-01-01.wav,-683.76373,68.98437,-4.4407167,15.690967,0.07749674,11.646243,-7.0736485,1.6793721,-5.209486,-5.277051,-9.298392,-0.91377974,0.6714164,3,1,8,2,2,1,1,surprised,strong,Dogs are sitting by the door,male
03-01-08-02-02-02-01.wav,-660.82184,65.432434,-3.655048,11.898905,-1.3345829,8.994723,-4.658868,1.1827452,-9.232527,-4.5070972,-7.1065445,-4.2083764,1.2258914,3,1,8,2,2,2,1,surprised,strong,Dogs are sitting by the door,male
03-01-01-01-01-01-02.wav,-726.97424,69.275635,-3.0353172,5.3673916,1.4682785,3.0639262,-9.066406,2.1942046,-8.440603,-3.4290557,-2.5409436,-0.98493975,-3.3246372,3,1,1,1,1,1,2,neutral,normal,Kids are talking by the door,female
03-01-01-01-01-02-02.wav,-737.0348,69.871475,-4.8982515,7.164687,2.6714659,3.024727,-9.445193,3.661097,-9.348147,-1.5556308,-2.9115622,-2.092013,-3.0223196,3,1,1,1,1,2,2,neutral,normal,Kids are talking by the door,female
03-01-01-01-02-01-02.wav,-689.80646,66.18563,-3.2778385,4.0129266,-1.2854861,2.607934,-8.977664,1.6021167,-9.194495,-4.9068646,-3.9170396,-1.9487673,-4.097361,3,1,1,1,2,1,2,neutral,normal,Dogs are sitting by the door,female
03-01-01-01-02-02-02.wav,-712.5998,63.60345,-3.4325023,5.0573053,-1.7047126,2.9238815,-10.206828,2.3568864,-9.841888,-4.761521,-4.7610073,-2.5831296,-4.5985613,3,1,1,1,2,2,2,neutral,normal,Dogs are sitting by the door,female
03-01-02-01-01-01-02.wav,-753.9744,74.50179,0.350811,12.803456,1.9865841,4.9086175,-9.125844,5.182625,-9.6341505,-2.4660556,-2.6690319,-2.423256,-2.6446903,3,1,2,1,1,1,2,calm,normal,Kids are talking by the door,female
03-01-02-01-01-02-02.wav,-752.96423,73.52479,-1.5141051,10.506985,0.15425837,4.153866,-10.067136,4.2073984,-10.483914,-3.4637704,-3.191137,-3.8460884,-3.8171616,3,1,2,1,1,2,2,calm,normal,Kids are talking by the door,female
03-01-02-01-02-01-02.wav,-744.84393,69.88415,-0.6829999,10.913433,-2.5269835,5.7953296,-8.5627365,2.18252,-9.14902,-4.152273,-4.7205167,-1.5948187,-5.344288,3,1,2,1,2,1,2,calm,normal,Dogs are sitting by the door,female
03-01-02-01-02-02-02.wav,-727.59155,70.0809,-2.0715387,6.185721,-2.946878,3.8684523,-9.986821,1.6454189,-10.945861,-5.5518475,-4.6831737,-2.6994843,-5.9021106,3,1,2,1,2,2,2,calm,normal,Dogs are sitting by the door,female
03-01-02-02-01-01-02.wav,-733.41925,66.08159,-1.0559802,11.281082,0.8703003,3.8162937,-10.106809,3.1320896,-7.618229,-4.817988,-4.882443,-3.217923,-2.8769073,3,1,2,2,1,1,2,calm,strong,Kids are talking by the door,female
03-01-02-02-01-02-02.wav,-738.9915,68.49074,-3.0842376,9.993792,-0.8402396,2.0682127,-9.802038,3.9752555,-10.492693,-3.9688973,-3.9318376,-3.8933377,-2.2914908,3,1,2,2,1,2,2,calm,strong,Kids are talking by the door,female
03-01-02-02-02-01-02.wav,-734.5076,64.95303,-2.041213,9.807312,-5.682257,3.5353365,-8.376997,1.2375989,-11.2393055,-6.707624,-6.4579577,-3.1420207,-6.099597,3,1,2,2,2,1,2,calm,strong,Dogs are sitting by the door,female
03-01-02-02-02-02-02.wav,-731.0485,66.8587,0.57068676,11.021384,-3.9682374,4.58582,-8.399075,2.8602018,-11.626761,-4.448146,-5.708496,-1.1655208,-4.5642247,3,1,2,2,2,2,2,calm,strong,Dogs are sitting by the door,female
03-01-03-01-01-01-02.wav,-670.8941,68.1973,-14.772774,1.9099276,3.3593752,-0.032997873,-9.510264,1.3505118,-9.418839,-8.24997,-1.6406516,-3.596186,-5.0608077,3,1,3,1,1,1,2,happy,normal,Kids are talking by the door,female
03-01-03-01-01-02-02.wav,-689.1285,69.92234,-13.841839,5.1507044,4.4223995,0.6990158,-11.305417,2.018761,-10.101808,-7.266872,-1.6572621,-3.9478164,-5.8654346,3,1,3,1,1,2,2,happy,normal,Kids are talking by the door,female
03-01-03-01-02-01-02.wav,-682.56177,69.034836,-13.861187,3.4824355,0.068527624,-0.49342993,-9.890277,-0.9588052,-12.004693,-9.837187,-2.865382,-3.4523227,-7.535318,3,1,3,1,2,1,2,happy,normal,Dogs are sitting by the door,female
03-01-03-01-02-02-02.wav,-680.00415,69.868195,-11.077712,5.470146,1.5441526,0.9506883,-9.419999,-0.9179203,-11.081684,-7.749671,-1.2534318,-2.4199743,-6.3482947,3,1,3,1,2,2,2,happy,normal,Dogs are sitting by the door,female
03-01-03-02-01-01-02.wav,-561.42505,59.124363,-21.25888,-0.63465685,3.453188,-4.570775,-15.649277,-2.5303705,-10.43806,-11.379956,-1.4296277,-7.409943,-9.8846245,3,1,3,2,1,1,2,happy,strong,Kids are talking by the door,female
03-01-03-02-01-02-02.wav,-559.6695,62.086796,-21.31256,-0.90293336,3.0298164,-2.5574255,-16.06841,-3.9686177,-9.822444,-10.645368,-2.4297612,-6.316593,-9.110238,3,1,3,2,1,2,2,happy,strong,Kids are talking by the door,female
03-01-03-02-02-01-02.wav,-619.4874,63.21659,-14.239236,1.5417172,2.107216,0.35641384,-12.103532,-5.207822,-11.268765,-9.97472,-0.98146075,-3.8096476,-10.138605,3,1,3,2,2,1,2,happy,strong,Dogs are sitting by the door,female
03-01-03-02-02-02-02.wav,-609.1571,61.439884,-13.996043,2.534471,0.836719,-1.060249,-13.099368,-3.3767424,-10.212357,-10.403501,-3.014785,-5.324357,-10.047823,3,1,3,2,2,2,2,happy,strong,Dogs are sitting by the door,female
03-01-04-01-01-01-02.wav,-766.96063,76.178,-1.3420271,7.747027,-0.49770418,3.6817753,-10.33792,2.9303484,-12.234528,-4.5646605,-5.255264,-3.6057193,-4.848864,3,1,4,1,1,1,2,sad,normal,Kids are talking by the door,female
03-01-04-01-01-02-02.wav,-746.7955,75.05241,-3.4131608,6.6254625,0.4132763,2.6095634,-9.414179,2.7272482,-9.048259,-5.588479,-4.3260274,-3.2034667,-3.0868082,3,1,4,1,1,2,2,sad,normal,Kids are talking by the door,female
03-01-04-01-02-01-02.wav,-739.51184,65.76462,2.6068285,7.4443946,-1.1185179,3.4197803,-8.037371,-0.5829673,-11.375309,-5.4806657,-3.039212,-3.159704,-5.474763,3,1,4,1,2,1,2,sad,normal,Dogs are sitting by the door,female
03-01-04-01-02-02-02.wav,-763.7227,70.01947,0.5350768,10.063801,-0.554076,4.854669,-8.287194,-0.06405882,-9.996771,-6.3629622,-4.174173,-1.6092098,-4.780953,3,1,4,1,2,2,2,sad,normal,Dogs are sitting by the door,female
03-01-04-02-01-01-02.wav,-738.2718,63.728786,-6.2224045,6.7747107,-0.8006912,-0.72152394,-9.806033,-2.1659417,-11.4726305,-8.55041,-5.6816225,-3.7773426,-6.2014127,3,1,4,2,1,1,2,sad,strong,Kids are talking by the door,female
03-01-04-02-01-02-02.wav,-768.70404,71.43965,-2.0365727,9.755779,-0.26998773,3.621879,-8.7498255,-0.87755144,-12.292911,-6.481543,-6.8153973,-2.5709543,-5.47049,3,1,4,2,1,2,2,sad,strong,Kids are talking by the door,female
03-01-04-02-02-01-02.wav,-754.3387,65.15531,-2.18551,9.92317,-2.02154,3.1990957,-8.03191,-2.0670524,-12.627669,-8.992833,-8.123825,-3.677544,-7.6248026,3,1,4,2,2,1,2,sad,strong,Dogs are sitting by the door,female
03-01-04-02-02-02-02.wav,-745.89307,63.57719,-5.1380763,9.128348,-3.032325,3.3636627,-10.693122,-3.2594478,-12.841818,-7.694243,-6.2625866,-2.0337772,-8.012407,3,1,4,2,2,2,2,sad,strong,Dogs are sitting by the door,female
03-01-05-01-01-01-02.wav,-645.7121,61.565975,-5.715001,5.43259,-0.18687306,1.5477846,-9.0567665,1.8246437,-7.756137,-6.676886,-1.8378953,-2.7829928,-2.4233024,3,1,5,1,1,1,2,angry,normal,Kids are talking by the door,female
03-01-05-01-01-02-02.wav,-623.06055,65.36684,-12.2435,4.1328044,-0.31459627,0.6382331,-10.621025,2.5041978,-10.251452,-5.116051,-0.7697701,-1.5096409,-1.4899002,3,1,5,1,1,2,2,angry,normal,Kids are talking by the door,female
03-01-05-01-02-01-02.wav,-655.4272,65.02432,-5.689991,7.443609,-3.3193367,1.5592637,-10.031419,3.3147736,-10.542458,-5.697712,-4.225944,-1.8706161,-4.901569,3,1,5,1,2,1,2,angry,normal,Dogs are sitting by the door,female
03-01-05-01-02-02-02.wav,-642.8922,61.999104,-11.579333,5.338938,-4.1572413,-0.2038386,-12.864671,3.5379164,-11.382718,-6.740891,-3.9114654,-2.2840185,-4.392726,3,1,5,1,2,2,2,angry,normal,Dogs are sitting by the door,female
03-01-05-02-01-01-02.wav,-529.05975,53.982666,-19.710123,0.5725511,-3.5443156,-6.4505205,-13.395387,2.5769584,-10.31526,-9.417038,-1.1401746,-5.165562,-4.7710066,3,1,5,2,1,1,2,angry,strong,Kids are talking by the door,female
03-01-05-02-01-02-02.wav,-559.54803,58.54439,-20.326855,0.16403723,-3.9150367,-6.3389425,-12.972261,4.9700637,-8.32592,-9.053468,-1.7629495,-4.8270326,-4.726456,3,1,5,2,1,2,2,angry,strong,Kids are talking by the door,female
03-01-05-02-02-01-02.wav,-492.18,49.666527,-22.99174,-4.6613684,-8.348239,-8.927062,-16.489265,1.0407614,-11.389231,-13.394451,-4.715755,-6.341322,-8.505687,3,1,5,2,2,1,2,angry,strong,Dogs are sitting by the door,female
03-01-05-02-02-02-02.wav,-514.0549,52.28466,-25.632431,-2.4260945,-7.826587,-9.652299,-16.14099,1.981488,-11.802606,-12.583368,-3.6225104,-6.115041,-8.779428,3,1,5,2,2,2,2,angry,strong,Dogs are sitting by the door,female
03-01-06-01-01-01-02.wav,-645.99414,62.201214,-22.325567,2.2682207,-4.1284475,-2.2996223,-16.731071,-0.15728676,-14.737903,-9.184089,-4.6852193,-7.1903963,-6.9174914,3,1,6,1,1,1,2,fearful,normal,Kids are talking by the door,female
03-01-06-01-01-02-02.wav,-655.58997,60.97016,-20.52693,-0.08687,-4.6841536,-1.4428675,-14.939035,0.81222975,-14.864459,-10.648056,-5.1250167,-5.8484135,-7.4991565,3,1,6,1,1,2,2,fearful,normal,Kids are talking by the door,female
03-01-06-01-02-01-02.wav,-644.1172,58.605106,-21.350937,2.6107917,-5.5574613,0.8580585,-15.210162,-1.1088096,-15.541321,-9.84003,-4.1658573,-3.7405794,-9.249075,3,1,6,1,2,1,2,fearful,normal,Dogs are sitting by the door,female
03-01-06-01-02-02-02.wav,-644.0802,54.4652,-21.504807,-2.0601876,-6.2410283,0.57746637,-15.7181,-3.5685565,-17.942608,-10.846401,-4.2202787,-4.0647874,-10.261011,3,1,6,1,2,2,2,fearful,normal,Dogs are sitting by the door,female
03-01-06-02-01-01-02.wav,-589.74677,46.9924,-27.937935,-3.5189958,-7.288468,-6.4604077,-17.523565,-2.9325893,-13.212514,-10.931417,-4.9181604,-3.8448093,-9.130196,3,1,6,2,1,1,2,fearful,strong,Kids are talking by the door,female
03-01-06-02-01-02-02.wav,-576.14124,45.85445,-28.199911,-2.3472402,-7.468821,-4.043651,-18.576738,-2.734475,-12.461478,-12.589953,-5.5193315,-5.5195904,-9.891852,3,1,6,2,1,2,2,fearful,strong,Kids are talking by the door,female
03-01-06-02-02-01-02.wav,-583.6697,43.40784,-26.293467,-1.8896224,-11.32628,-1.2896105,-18.802214,-2.7772279,-13.406667,-10.028933,-5.906664,-5.216684,-11.21487,3,1,6,2,2,1,2,fearful,strong,Dogs are sitting by the door,female
03-01-06-02-02-02-02.wav,-564.3984,46.079124,-24.012825,-2.3190608,-9.783807,-2.3015003,-15.336488,-4.8823485,-14.546195,-11.979614,-3.4366796,-4.044382,-9.770004,3,1,6,2,2,2,2,fearful,strong,Dogs are sitting by the door,female
03-01-07-01-01-01-02.wav,-720.57513,74.05718,-9.920189,7.4208937,-1.6251993,1.1315529,-4.7450433,1.866607,-12.980797,-4.9768305,-2.3034582,-0.7889332,-4.3053355,3,1,7,1,1,1,2,disgust,normal,Kids are talking by the door,female
03-01-07-01-01-02-02.wav,-731.05133,80.22925,-10.210253,9.217948,-0.39797738,0.4065856,-4.8882647,1.7659755,-11.435365,-6.7564387,-3.1616023,0.08963801,-3.6555448,3,1,7,1,1,2,2,disgust,normal,Kids are talking by the door,female
