file_name,Modality,Vocal_channel,Emotion,Emotional_intensity,Statement,Repetition,Actor,Emotion_label,Intensity_label,Statement_label,Actor_gender
03-01-05-02-02-01-01.wav,3,1,5,2,2,1,1,angry,strong,Dogs are sitting by the door,male
03-01-05-02-02-02-01.wav,3,1,5,2,2,2,1,angry,strong,Dogs are sitting by the door,male
03-01-06-01-01-01-01.wav,3,1,6,1,1,1,1,fearful,normal,Kids are talking by the door,male
03-01-06-01-01-02-01.wav,3,1,6,1,1,2,1,fearful,normal,Kids are talking by the door,male
03-01-06-01-02-01-01.wav,3,1,6,1,2,1,1,fearful,normal,Dogs are sitting by the door,male
03-01-06-01-02-02-01.wav,3,1,6,1,2,2,1,fearful,normal,Dogs are sitting by the door,male
03-01-06-02-01-01-01.wav,3,1,6,2,1,1,1,fearful,strong,Kids are talking by the door,male
03-01-06-02-01-02-01.wav,3,1,6,2,1,2,1,fearful,strong,Kids are talking by the door,male
03-01-06-02-02-01-01.wav,3,1,6,2,2,1,1,fearful,strong,Dogs are sitting by the door,male
03-01-06-02-02-02-01.wav,3,1,6,2,2,2,1,fearful,strong,Dogs are sitting by the door,male
03-01-07-01-01-01-01.wav,3,1,7,1,1,1,1,disgust,normal,Kids are talking by the door,male
03-01-07-01-01-02-01.wav,3,1,7,1,1,2,1,disgust,normal,Kids are talking by the door,male
03-01-07-01-02-01-01.wav,3,1,7,1,2,1,1,disgust,normal,Dogs are sitting by the door,male
03-01-07-01-02-02-01.wav,3,1,7,1,2,2,1,disgust,normal,Dogs are sitting by the door,male
03-01-07-02-01-01-01.wav,3,1,7,2,1,1,1,disgust,strong,Kids are talking by the door,male
03-01-07-02-01-02-01.wav,3,1,7,2,1,2,1,disgust,strong,Kids are talking by the door,male
03-01-07-02-02-01-01.wav,3,1,7,2,2,1,1,disgust,strong,Dogs are sitting by the door,male
03-01-07-02-02-02-01.wav,3,1,7,2,2,2,1,disgust,strong,Dogs are sitting by the door,male
03-01-08-01-01-01-01.wav,3,1,8,1,1,1,1,surprised,normal,Kids are talking by the door,male
03-01-08-01-01-02-01.wav,3,1,8,1,1,2,1,surprised,normal,Kids are talking by the door,male
03-01-08-01-02-01-01.wav,3,1,8,1,2,1,1,surprised,normal,Dogs are sitting by the door,male
03-01-08-01-02-02-01.wav,3,1,8,1,2,2,1,surprised,normal,Dogs are sitting by the door,male
03-01-08-02-01-01-01.wav,3,1,8,2,1,1,1,surprised,strong,Kids are talking by the door,male
03-01-08-02-01-02-01.wav,3,1,8,2,1,2,1,surprised,strong,Kids are talking by the door,male
03-01-08-02-02-01-01.wav,3,1,8,2,2,1,1,surprised,strong,Dogs are sitting by the door,male
03-01-08-02-02-02-01.wav,3,1,8,2,2,2,1,surprised,strong,Dogs are sitting by the door,male
03-01-01-01-01-01-02.wav,3,1,1,1,1,1,2,neutral,normal,Kids are talking by the door,female
03-01-01-01-01-02-02.wav,3,1,1,1,1,2,2,neutral,normal,Kids are talking by the door,female
03-01-01-01-02-01-02.wav,3,1,1,1,2,1,2,neutral,normal,Dogs are sitting by the door,female
03-01-01-01-02-02-02.wav,3,1,1,1,2,2,2,neutral,normal,Dogs are sitting by the door,female
03-01-02-01-01-01-02.wav,3,1,2,1,1,1,2,calm,normal,Kids are talking by the door,female
03-01-02-01-01-02-02.wav,3,1,2,1,1,2,2,calm,normal,Kids are talking by the door,female
03-01-02-01-02-01-02.wav,3,1,2,1,2,1,2,calm,normal,Dogs are sitting by the door,female
03-01-02-01-02-02-02.wav,3,1,2,1,2,2,2,calm,normal,Dogs are sitting by the door,female
03-01-02-02-01-01-02.wav,3,1,2,2,1,1,2,calm,strong,Kids are talking by the door,female
03-01-02-02-01-02-02.wav,3,1,2,2,1,2,2,calm,strong,Kids are talking by the door,female
03-01-02-02-02-01-02.wav,3,1,2,2,2,1,2,calm,strong,Dogs are sitting by the door,female
03-01-02-02-02-02-02.wav,3,1,2,2,2,2,2,calm,strong,Dogs are sitting by the door,female
03-01-03-01-01-01-02.wav,3,1,3,1,1,1,2,happy,normal,Kids are talking by the door,female
03-01-03-01-01-02-02.wav,3,1,3,1,1,2,2,happy,normal,Kids are talking by the door,female
03-01-03-01-02-01-02.wav,3,1,3,1,2,1,2,happy,normal,Dogs are sitting by the door,female
03-01-03-01-02-02-02.wav,3,1,3,1,2,2,2,happy,normal,Dogs are sitting by the door,female
03-01-03-02-01-01-02.wav,3,1,3,2,1,1,2,happy,strong,Kids are talking by the door,female
03-01-03-02-01-02-02.wav,3,1,3,2,1,2,2,happy,strong,Kids are talking by the door,female
03-01-03-02-02-01-02.wav,3,1,3,2,2,1,2,happy,strong,Dogs are sitting by the door,female
03-01-03-02-02-02-02.wav,3,1,3,2,2,2,2,happy,strong,Dogs are sitting by the door,female
03-01-04-01-01-01-02.wav,3,1,4,1,1,1,2,sad,normal,Kids are talking by the door,female
03-01-04-01-01-02-02.wav,3,1,4,1,1,2,2,sad,normal,Kids are talking by the door,female
03-01-04-01-02-01-02.wav,3,1,4,1,2,1,2,sad,normal,Dogs are sitting by the door,female
03-01-04-01-02-02-02.wav,3,1,4,1,2,2,2,sad,normal,Dogs are sitting by the door,female
03-01-04-02-01-01-02.wav,3,1,4,2,1,1,2,sad,strong,Kids are talking by the door,female
03-01-04-02-01-02-02.wav,3,1,4,2,1,2,2,sad,strong,Kids are talking by the door,female
03-01-04-02-02-01-02.wav,3,1,4,2,2,1,2,sad,strong,Dogs are sitting by the door,female
03-01-04-02-02-02-02.wav,3,1,4,2,2,2,2,sad,strong,Dogs are sitting by the door,female
03-01-05-01-01-01-02.wav,3,1,5,1,1,1,2,angry,normal,Kids are talking by the door,female
03-01-05-01-01-02-02.wav,3,1,5,1,1,2,2,angry,normal,Kids are talking by the door,female
03-01-05-01-02-01-02.wav,3,1,5,1,2,1,2,angry,normal,Dogs are sitting by the door,female
03-01-05-01-02-02-02.wav,3,1,5,1,2,2,2,angry,normal,Dogs are sitting by the door,female
03-01-05-02-01-01-02.wav,3,1,5,2,1,1,2,angry,strong,Kids are talking by the door,female
03-01-05-02-01-02-02.wav,3,1,5,2,1,2,2,angry,strong,Kids are talking by the door,female
03-01-05-02-02-01-02.wav,3,1,5,2,2,1,2,angry,strong,Dogs are sitting by the door,female
03-01-05-02-02-02-02.wav,3,1,5,2,2,2,2,angry,strong,Dogs are sitting by the door,female
03-01-06-01-01-01-02.wav,3,1,6,1,1,1,2,fearful,normal,Kids are talking by the door,female
03-01-06-01-01-02-02.wav,3,1,6,1,1,2,2,fearful,normal,Kids are talking by the door,female
03-01-06-01-02-01-02.wav,3,1,6,1,2,1,2,fearful,normal,Dogs are sitting by the door,female
03-01-06-01-02-02-02.wav,3,1,6,1,2,2,2,fearful,normal,Dogs are sitting by the door,female
03-01-06-02-01-01-02.wav,3,1,6,2,1,1,2,fearful,strong,Kids are talking by the door,female
03-01-06-02-01-02-02.wav,3,1,6,2,1,2,2,fearful,strong,Kids are talking by the door,female
03-01-06-02-02-01-02.wav,3,1,6,2,2,1,2,fearful,strong,Dogs are sitting by the door,female
03-01-06-02-02-02-02.wav,3,1,6,2,2,2,2,fearful,strong,Dogs are sitting by the door,female
03-01-07-01-01-01-02.wav,3,1,7,1,1,1,2,disgust,normal,Kids are talking by the door,female
03-01-07-01-01-02-02.wav,3,1,7,1,1,2,2,disgust,normal,Kids are talking by the door,female
03-01-07-01-02-01-02.wav,3,1,7,1,2,1,2,disgust,normal,Dogs are sitting by the door,female
03-01-07-01-02-02-02.wav,3,1,7,1,2,2,2,disgust,normal,Dogs are sitting by the door,female
03-01-07-02-01-01-02.wav,3,1,7,2,1,1,2,disgust,strong,Kids are talking by the door,female
03-01-07-02-01-02-02.wav,3,1,7,2,1,2,2,disgust,strong,Kids are talking by the door,female
03-01-07-02-02-01-02.wav,3,1,7,2,2,1,2,disgust,strong,Dogs are sitting by the door,female
03-01-07-02-02-02-02.wav,3,1,7,2,2,2,2,disgust,strong,Dogs are sitting by the door,female
03-01-08-01-01-01-02.wav,3,1,8,1,1,1,2,surprised,normal,Kids are talking by the door,female
03-01-08-01-01-02-02.wav,3,1,8,1,1,2,2,surprised,normal,Kids are talking by the door,female
03-01-08-01-02-01-02.wav,3,1,8,1,2,1,2,surprised,normal,Dogs are sitting by the door,female
03-01-08-01-02-02-02.wav,3,1,8,1,2,2,2,surprised,normal,Dogs are sitting by the door,female
03-01-08-02-01-01-02.wav,3,1,8,2,1,1,2,surprised,strong,Kids are talking by the door,female
03-01-08-02-01-02-02.wav,3,1,8,2,1,2,2,surprised,strong,Kids are talking by the door,female
03-01-08-02-02-01-02.wav,3,1,8,2,2,1,2,surprised,strong,Dogs are sitting by the door,female
03-01-08-02-02-02-02.wav,3,1,8,2,2,2,2,surprised,strong,Dogs are sitting by the door,female
03-01-01-01-01-01-03.wav,3,1,1,1,1,1,3,neutral,normal,Kids are talking by the door,male
03-01-01-01-01-02-03.wav,3,1,1,1,1,2,3,neutral,normal,Kids are talking by the door,male
03-01-01-01-02-01-03.wav,3,1,1,1,2,1,3,neutral,normal,Dogs are sitting by the door,male
03-01-01-01-02-02-03.wav,3,1,1,1,2,2,3,neutral,normal,Dogs are sitting by the door,male
03-01-02-01-01-01-03.wav,3,1,2,1,1,1,3,calm,normal,Kids are talking by the door,male
03-01-02-01-01-02-03.wav,3,1,2,1,1,2,3,calm,normal,Kids are talking by the door,male
03-01-02-01-02-01-03.wav,3,1,2,1,2,1,3,calm,normal,Dogs are sitting by the door,male
03-01-02-01-02-02-03.wav,3,1,2,1,2,2,3,calm,normal,Dogs are sitting by the door,male
03-01-02-02-01-01-03.wav,3,1,2,2,1,1,3,calm,strong,Kids are talking by the door,male
03-01-02-02-01-02-03.wav,3,1,2,2,1,2,3,calm,strong,Kids are talking by the door,male
03-01-02-02-02-01-03.wav,3,1,2,2,2,1,3,calm,strong,Dogs are sitting by the door,male
03-01-02-02-02-02-03.wav,3,1,2,2,2,2,3,calm,strong,Dogs are sitting by the door,male
03-01-03-01-01-01-03.wav,3,1,3,1,1,1,3,happy,normal,Kids are talking by the door,male
03-01-03-01-01-02-03.wav,3,1,3,1,1,2,3,happy,normal,Kids are talking by the door,male
03-01-03-01-02-01-03.wav,3,1,3,1,2,1,3,happy,normal,Dogs are sitting by the door,male
03-01-03-01-02-02-03.wav,3,1,3,1,2,2,3,happy,normal,Dogs are sitting by the door,male
03-01-03-02-01-01-03.wav,3,1,3,2,1,1,3,happy,strong,Kids are talking by the door,male
03-01-03-02-01-02-03.wav,3,1,3,2,1,2,3,happy,strong,Kids are talking by the door,male
03-01-03-02-02-01-03.wav,3,1,3,2,2,1,3,happy,strong,Dogs are sitting by the door,male
03-01-03-02-02-02-03.wav,3,1,3,2,2,2,3,happy,strong,Dogs are sitting by the door,male
03-01-04-01-01-01-03.wav,3,1,4,1,1,1,3,sad,normal,Kids are talking by the door,male
03-01-04-01-01-02-03.wav,3,1,4,1,1,2,3,sad,normal,Kids are talking by the door,male
03-01-04-01-02-01-03.wav,3,1,4,1,2,1,3,sad,normal,Dogs are sitting by the door,male
03-01-04-01-02-02-03.wav,3,1,4,1,2,2,3,sad,normal,Dogs are sitting by the door,male
03-01-04-02-01-01-03.wav,3,1,4,2,1,1,3,sad,strong,Kids are talking by the door,male
03-01-04-02-01-02-03.wav,3,1,4,2,1,2,3,sad,strong,Kids are talking by the door,male
03-01-04-02-02-01-03.wav,3,1,4,2,2,1,3,sad,strong,Dogs are sitting by the door,male
03-01-04-02-02-02-03.wav,3,1,4,2,2,2,3,sad,strong,Dogs are sitting by the door,male
03-01-05-01-01-01-03.wav,3,1,5,1,1,1,3,angry,normal,Kids are talking by the door,male
03-01-05-01-01-02-03.wav,3,1,5,1,1,2,3,angry,normal,Kids are talking by the door,male
03-01-05-01-02-01-03.wav,3,1,5,1,2,1,3,angry,normal,Dogs are sitting by the door,male
03-01-05-01-02-02-03.wav,3,1,5,1,2,2,3,angry,normal,Dogs are sitting by the door,male
03-01-05-02-01-01-03.wav,3,1,5,2,1,1,3,angry,strong,Kids are talking by the door,male
03-01-05-02-01-02-03.wav,3,1,5,2,1,2,3,angry,strong,Kids are talking by the door,male
03-01-05-02-02-01-03.wav,3,1,5,2,2,1,3,angry,strong,Dogs are sitting by the door,male
03-01-05-02-02-02-03.wav,3,1,5,2,2,2,3,angry,strong,Dogs are sitting by the door,male
03-01-06-01-01-01-03.wav,3,1,6,1,1,1,3,fearful,normal,Kids are talking by the door,male
03-01-06-01-01-02-03.wav,3,1,6,1,1,2,3,fearful,normal,Kids are talking by the door,male
03-01-06-01-02-01-03.wav,3,1,6,1,2,1,3,fearful,normal,Dogs are sitting by the door,male
03-01-06-01-02-02-03.wav,3,1,6,1,2,2,3,fearful,normal,Dogs are sitting by the door,male
03-01-06-02-01-01-03.wav,3,1,6,2,1,1,3,fearful,strong,Kids are talking by the door,male
03-01-06-02-01-02-03.wav,3,1,6,2,1,2,3,fearful,strong,Kids are talking by the door,male
03-01-06-02-02-01-03.wav,3,1,6,2,2,1,3,fearful,strong,Dogs are sitting by the door,male
03-01-06-02-02-02-03.wav,3,1,6,2,2,2,3,fearful,strong,Dogs are sitting by the door,male
03-01-07-01-01-01-03.wav,3,1,7,1,1,1,3,disgust,normal,Kids are talking by the door,male
03-01-07-01-01-02-03.wav,3,1,7,1,1,2,3,disgust,normal,Kids are talking by the door,male
03-01-07-01-02-01-03.wav,3,1,7,1,2,1,3,disgust,normal,Dogs are sitting by the door,male
03-01-07-01-02-02-03.wav,3,1,7,1,2,2,3,disgust,normal,Dogs are sitting by the door,male
03-01-07-02-01-01-03.wav,3,1,7,2,1,1,3,disgust,strong,Kids are talking by the door,male
03-01-07-02-01-02-03.wav,3,1,7,2,1,2,3,disgust,strong,Kids are talking by the door,male
03-01-07-02-02-01-03.wav,3,1,7,2,2,1,3,disgust,strong,Dogs are sitting by the door,male
03-01-07-02-02-02-03.wav,3,1,7,2,2,2,3,disgust,strong,Dogs are sitting by the door,male
03-01-08-01-01-01-03.wav,3,1,8,1,1,1,3,surprised,normal,Kids are talking by the door,male
03-01-08-01-01-02-03.wav,3,1,8,1,1,2,3,surprised,normal,Kids are talking by the door,male
03-01-08-01-02-01-03.wav,3,1,8,1,2,1,3,surprised,normal,Dogs are sitting by the door,male
03-01-08-01-02-02-03.wav,3,1,8,1,2,2,3,surprised,normal,Dogs are sitting by the door,male
03-01-08-02-01-01-03.wav,3,1,8,2,1,1,3,surprised,strong,Kids are talking by the door,male
03-01-08-02-01-02-03.wav,3,1,8,2,1,2,3,surprised,strong,Kids are talking by the door,male
03-01-08-02-02-01-03.wav,3,1,8,2,2,1,3,surprised,strong,Dogs are sitting by the door,male
03-01-08-02-02-02-03.wav,3,1,8,2,2,2,3,surprised,strong,Dogs are sitting by the door,male
03-01-01-01-01-01-04.wav,3,1,1,1,1,1,4,neutral,normal,Kids are talking by the door,female
03-01-01-01-01-02-04.wav,3,1,1,1,1,2,4,neutral,normal,Kids are talking by the door,female
03-01-01-01-02-01-04.wav,3,1,1,1,2,1,4,neutral,normal,Dogs are sitting by the door,female
03-01-01-01-02-02-04.wav,3,1,1,1,2,2,4,neutral,normal,Dogs are sitting by the door,female
03-01-02-01-01-01-04.wav,3,1,2,1,1,1,4,calm,normal,Kids are talking by the door,female
03-01-02-01-01-02-04.wav,3,1,2,1,1,2,4,calm,normal,Kids are talking by the door,female
03-01-02-01-02-01-04.wav,3,1,2,1,2,1,4,calm,normal,Dogs are sitting by the door,female
03-01-02-01-02-02-04.wav,3,1,2,1,2,2,4,calm,normal,Dogs are sitting by the door,female
03-01-02-02-01-01-04.wav,3,1,2,2,1,1,4,calm,strong,Kids are talking by the door,female
03-01-02-02-01-02-04.wav,3,1,2,2,1,2,4,calm,strong,Kids are talking by the door,female
03-01-02-02-02-01-04.wav,3,1,2,2,2,1,4,calm,strong,Dogs are sitting by the door,female
03-01-02-02-02-02-04.wav,3,1,2,2,2,2,4,calm,strong,Dogs are sitting by the door,female
03-01-03-01-01-01-04.wav,3,1,3,1,1,1,4,happy,normal,Kids are talking by the door,female
03-01-03-01-01-02-04.wav,3,1,3,1,1,2,4,happy,normal,Kids are talking by the door,female
03-01-03-01-02-01-04.wav,3,1,3,1,2,1,4,happy,normal,Dogs are sitting by the door,female
03-01-03-01-02-02-04.wav,3,1,3,1,2,2,4,happy,normal,Dogs are sitting by the door,female
03-01-03-02-01-01-04.wav,3,1,3,2,1,1,4,happy,strong,Kids are talking by the door,female
03-01-03-02-01-02-04.wav,3,1,3,2,1,2,4,happy,strong,Kids are talking by the door,female
03-01-03-02-02-01-04.wav,3,1,3,2,2,1,4,happy,strong,Dogs are sitting by the door,female
03-01-03-02-02-02-04.wav,3,1,3,2,2,2,4,happy,strong,Dogs are sitting by the door,female
03-01-04-01-01-01-04.wav,3,1,4,1,1,1,4,sad,normal,Kids are talking by the door,female
03-01-04-01-01-02-04.wav,3,1,4,1,1,2,4,sad,normal,Kids are talking by the door,female
03-01-04-01-02-01-04.wav,3,1,4,1,2,1,4,sad,normal,Dogs are sitting by the door,female
03-01-04-01-02-02-04.wav,3,1,4,1,2,2,4,sad,normal,Dogs are sitting by the door,female
03-01-04-02-01-01-04.wav,3,1,4,2,1,1,4,sad,strong,Kids are talking by the door,female
03-01-04-02-01-02-04.wav,3,1,4,2,1,2,4,sad,strong,Kids are talking by the door,female
03-01-04-02-02-01-04.wav,3,1,4,2,2,1,4,sad,strong,Dogs are sitting by the door,female
03-01-04-02-02-02-04.wav,3,1,4,2,2,2,4,sad,strong,Dogs are sitting by the door,female
03-01-05-01-01-01-04.wav,3,1,5,1,1,1,4,angry,normal,Kids are talking by the door,female
03-01-05-01-01-02-04.wav,3,1,5,1,1,2,4,angry,normal,Kids are talking by the door,female
03-01-05-01-02-01-04.wav,3,1,5,1,2,1,4,angry,normal,Dogs are sitting by the door,female
03-01-05-01-02-02-04.wav,3,1,5,1,2,2,4,angry,normal,Dogs are sitting by the door,female
03-01-05-02-01-01-04.wav,3,1,5,2,1,1,4,angry,strong,Kids are talking by the door,female
03-01-05-02-01-02-04.wav,3,1,5,2,1,2,4,angry,strong,Kids are talking by the door,female
03-01-05-02-02-01-04.wav,3,1,5,2,2,1,4,angry,strong,Dogs are sitting by the door,female
03-01-05-02-02-02-04.wav,3,1,5,2,2,2,4,angry,strong,Dogs are sitting by the door,female
03-01-06-01-01-01-04.wav,3,1,6,1,1,1,4,fearful,normal,Kids are talking by the door,female
03-01-06-01-01-02-04.wav,3,1,6,1,1,2,4,fearful,normal,Kids are talking by the door,female
03-01-06-01-02-01-04.wav,3,1,6,1,2,1,4,fearful,normal,Dogs are sitting by the door,female
03-01-06-01-02-02-04.wav,3,1,6,1,2,2,4,fearful,normal,Dogs are sitting by the door,female
03-01-06-02-01-01-04.wav,3,1,6,2,1,1,4,fearful,strong,Kids are talking by the door,female
03-01-06-02-01-02-04.wav,3,1,6,2,1,2,4,fearful,strong,Kids are talking by the door,female
03-01-06-02-02-01-04.wav,3,1,6,2,2,1,4,fearful,strong,Dogs are sitting by the door,female
03-01-06-02-02-02-04.wav,3,1,6,2,2,2,4,fearful,strong,Dogs are sitting by the door,female
03-01-07-01-01-01-04.wav,3,1,7,1,1,1,4,disgust,normal,Kids are talking by the door,female
03-01-07-01-01-02-04.wav,3,1,7,1,1,2,4,disgust,normal,Kids are talking by the door,female
03-01-07-01-02-01-04.wav,3,1,7,1,2,1,4,disgust,normal,Dogs are sitting by the door,female
03-01-07-01-02-02-04.wav,3,1,7,1,2,2,4,disgust,normal,Dogs are sitting by the door,female
03-01-07-02-01-01-04.wav,3,1,7,2,1,1,4,disgust,strong,Kids are talking by the door,female
03-01-07-02-01-02-04.wav,3,1,7,2,1,2,4,disgust,strong,Kids are talking by the door,female
03-01-07-02-02-01-04.wav,3,1,7,2,2,1,4,disgust,strong,Dogs are sitting by the door,female
03-01-07-02-02-02-04.wav,3,1,7,2,2,2,4,disgust,strong,Dogs are sitting by the door,female
03-01-08-01-01-01-04.wav,3,1,8,1,1,1,4,surprised,normal,Kids are talking by the door,female
03-01-08-01-01-02-04.wav,3,1,8,1,1,2,4,surprised,normal,Kids are talking by the door,female
03-01-08-01-02-01-04.wav,3,1,8,1,2,1,4,surprised,normal,Dogs are sitting by the door,female
03-01-08-01-02-02-04.wav,3,1,8,1,2,2,4,surprised,normal,Dogs are sitting by the door,female
03-01-08-02-01-01-04.wav,3,1,8,2,1,1,4,surprised,strong,Kids are talking by the door,female
03-01-08-02-01-02-04.wav,3,1,8,2,1,2,4,surprised,strong,Kids are talking by the door,female
03-01-08-02-02-01-04.wav,3,1,8,2,2,1,4,surprised,strong,Dogs are sitting by the door,female
03-01-08-02-02-02-04.wav,3,1,8,2,2,2,4,surprised,strong,Dogs are sitting by the door,female
03-01-01-01-01-01-05.wav,3,1,1,1,1,1,5,neutral,normal,Kids are talking by the door,male
03-01-01-01-01-02-05.wav,3,1,1,1,1,2,5,neutral,normal,Kids are talking by the door,male
03-01-01-01-02-01-05.wav,3,1,1,1,2,1,5,neutral,normal,Dogs are sitting by the door,male
03-01-01-01-02-02-05.wav,3,1,1,1,2,2,5,neutral,normal,Dogs are sitting by the door,male
03-01-02-01-01-01-05.wav,3,1,2,1,1,1,5,calm,normal,Kids are talking by the door,male
03-01-02-01-01-02-05.wav,3,1,2,1,1,2,5,calm,normal,Kids are talking by the door,male
03-01-02-01-02-01-05.wav,3,1,2,1,2,1,5,calm,normal,Dogs are sitting by the door,male
03-01-02-01-02-02-05.wav,3,1,2,1,2,2,5,calm,normal,Dogs are sitting by the door,male
03-01-02-02-01-01-05.wav,3,1,2,2,1,1,5,calm,strong,Kids are talking by the door,male
03-01-02-02-01-02-05.wav,3,1,2,2,1,2,5,calm,strong,Kids are talking by the door,male
03-01-02-02-02-01-05.wav,3,1,2,2,2,1,5,calm,strong,Dogs are sitting by the door,male
03-01-02-02-02-02-05.wav,3,1,2,2,2,2,5,calm,strong,Dogs are sitting by the door,male
03-01-03-01-01-01-05.wav,3,1,3,1,1,1,5,happy,normal,Kids are talking by the door,male
03-01-03-01-01-02-05.wav,3,1,3,1,1,2,5,happy,normal,Kids are talking by the door,male
03-01-03-01-02-01-05.wav,3,1,3,1,2,1,5,happy,normal,Dogs are sitting by the door,male
03-01-03-01-02-02-05.wav,3,1,3,1,2,2,5,happy,normal,Dogs are sitting by the door,male
03-01-03-02-01-01-05.wav,3,1,3,2,1,1,5,happy,strong,Kids are talking by the door,male
03-01-03-02-01-02-05.wav,3,1,3,2,1,2,5,happy,strong,Kids are talking by the door,male
03-01-03-02-02-01-05.wav,3,1,3,2,2,1,5,happy,strong,Dogs are sitting by the door,male
03-01-03-02-02-02-05.wav,3,1,3,2,2,2,5,happy,strong,Dogs are sitting by the door,male
03-01-04-01-01-01-05.wav,3,1,4,1,1,1,5,sad,normal,Kids are talking by the door,male
03-01-04-01-01-02-05.wav,3,1,4,1,1,2,5,sad,normal,Kids are talking by the door,male
03-01-04-01-02-01-05.wav,3,1,4,1,2,1,5,sad,normal,Dogs are sitting by the door,male
03-01-04-01-02-02-05.wav,3,1,4,1,2,2,5,sad,normal,Dogs are sitting by the door,male
03-01-04-02-01-01-05.wav,3,1,4,2,1,1,5,sad,strong,Kids are talking by the door,male
03-01-04-02-01-02-05.wav,3,1,4,2,1,2,5,sad,strong,Kids are talking by the door,male
03-01-04-02-02-01-05.wav,3,1,4,2,2,1,5,sad,strong,Dogs are sitting by the door,male
03-01-04-02-02-02-05.wav,3,1,4,2,2,2,5,sad,strong,Dogs are sitting by the door,male
03-01-05-01-01-01-05.wav,3,1,5,1,1,1,5,angry,normal,Kids are talking by the door,male
03-01-05-01-01-02-05.wav,3,1,5,1,1,2,5,angry,normal,Kids are talking by the door,male
03-01-05-01-02-01-05.wav,3,1,5,1,2,1,5,angry,normal,Dogs are sitting by the door,male
03-01-05-01-02-02-05.wav,3,1,5,1,2,2,5,angry,normal,Dogs are sitting by the door,male
03-01-05-02-01-01-05.wav,3,1,5,2,1,1,5,angry,strong,Kids are talking by the door,male
03-01-05-02-01-02-05.wav,3,1,5,2,1,2,5,angry,strong,Kids are talking by the door,male
